qkey,name,ssa_sex_label,position,gender_layer_accuracy,gender_majority_prediction,gender_majority_correct,gender_mean_strength,gender_mean_confidence,age_mean_strength,age_mean_confidence,education_mean_strength,education_mean_confidence,socioeco_mean_strength,socioeco_mean_confidence
CARRYGUN_W26,Michael,male,after_name,0.6341463414634146,male,True,0.24762896463414633,0.623814482195122,0.11817149146341464,0.33862861829268287,0.2006198285365854,0.4670798851219512,0.13988475463414637,0.4265898365853658
CARRYGUN_W26,Michael,male,final_prompt,0.5853658536585366,male,True,0.32801960780487804,0.6640098036585366,0.09819446756097562,0.3236458519512195,0.09301161878048779,0.39534107902439025,0.11160954365853656,0.40773969609756094
CARRYGUN_W26,Matthew,male,after_name,0.6585365853658537,male,True,0.239850133902439,0.6199250665853658,0.11238215390243901,0.33428661512195124,0.21750597536585364,0.4783373170731708,0.13493736585365854,0.42329157682926827
CARRYGUN_W26,Matthew,male,final_prompt,0.5609756097560976,male,True,0.32096639804878047,0.6604831995121951,0.09508641243902438,0.32131481024390246,0.08988564707317075,0.3932570987804878,0.10918500073170731,0.4061233336585366
CARRYGUN_W26,Christopher,male,after_name,0.6341463414634146,male,True,0.23394469560975611,0.6169723478048781,0.11639298268292683,0.3372947368292683,0.21296243463414632,0.47530829,0.1275300168292683,0.4183533458536586
CARRYGUN_W26,Christopher,male,final_prompt,0.5609756097560976,male,True,0.32081944804878054,0.6604097231707318,0.09763656097560977,0.32322742146341465,0.0921685443902439,0.39477902902439027,0.10779825024390242,0.40519883365853665
CARRYGUN_W26,Joshua,male,after_name,0.6341463414634146,male,True,0.25405714268292684,0.6270285714634146,0.11500078487804877,0.33625058902439026,0.23838135560975612,0.4922542373170732,0.13017879414634145,0.4201191963414635
CARRYGUN_W26,Joshua,male,final_prompt,0.5609756097560976,male,True,0.31783239146341463,0.6589161956097561,0.09497514756097562,0.3212313607317073,0.09555456536585366,0.3970363756097561,0.11123434195121952,0.4074895614634146
CARRYGUN_W26,Jacob,male,after_name,0.6341463414634146,male,True,0.2499390895121951,0.6249695441463414,0.11138782634146342,0.3335408687804878,0.2241415151219512,0.48276101000000005,0.1418608256097561,0.42790721609756105
CARRYGUN_W26,Jacob,male,final_prompt,0.5609756097560976,male,True,0.3299777353658536,0.6649888685365853,0.09154853073170731,0.3186613975609756,0.09181784414634146,0.3945452297560975,0.10817992731707317,0.405453284390244
CARRYGUN_W26,Andrew,male,after_name,0.6341463414634146,male,True,0.23231807585365855,0.6161590375609757,0.11259265609756099,0.3344444917073171,0.20117166292682928,0.4674477743902439,0.13511046780487804,0.4234069792682926
CARRYGUN_W26,Andrew,male,final_prompt,0.5853658536585366,male,True,0.318217617804878,0.6591088090243902,0.09992241951219513,0.32494181463414634,0.09002796609756097,0.39335197682926826,0.10798943219512194,0.4053262882926829
CARRYGUN_W26,Daniel,male,after_name,0.5609756097560976,male,True,0.21849158097560978,0.6092457907317073,0.11721368804878049,0.337910266097561,0.2066119895121951,0.47107465951219507,0.13788203268292681,0.42525468829268287
CARRYGUN_W26,Daniel,male,final_prompt,0.5609756097560976,male,True,0.32667794097560976,0.6633389712195122,0.09857465390243902,0.32393099073170734,0.09250970975609757,0.3950064734146342,0.10938461487804878,0.40625640999999996
CARRYGUN_W26,Nicholas,male,after_name,0.6341463414634146,male,True,0.23721553317073168,0.6186077673170732,0.11488484243902439,0.33616363146341466,0.2358582804878049,0.490572186097561,0.13029465902439025,0.42019644024390246
CARRYGUN_W26,Nicholas,male,final_prompt,0.5609756097560976,male,True,0.32216511707317075,0.6610825587804878,0.09502699219512196,0.3212702448780488,0.08996072731707316,0.39330715097560975,0.10551099585365852,0.40367399682926824
CARRYGUN_W26,Joseph,male,after_name,0.5853658536585366,male,True,0.24567192097560975,0.6228359597560975,0.11605412292682928,0.33704059268292685,0.18763785682926828,0.45842523804878055,0.14061133902439024,0.42707422512195115
CARRYGUN_W26,Joseph,male,final_prompt,0.5609756097560976,male,True,0.3287144373170732,0.6643572197560975,0.09770393487804878,0.32327795170731705,0.09047105902439025,0.39364737243902437,0.10960877195121951,0.406405847804878
CARRYGUN_W26,David,male,after_name,0.6341463414634146,male,True,0.23550824926829267,0.6177541248780489,0.11921476146341464,0.3394110704878049,0.1969472856097561,0.4646315241463415,0.13365131707317074,0.4224342112195122
CARRYGUN_W26,David,male,final_prompt,0.5609756097560976,male,True,0.3257360629268292,0.6628680319512195,0.09762239170731707,0.3232167936585366,0.0908756543902439,0.39391710219512205,0.10938424902439024,0.40625616634146344
CARRYGUN_W26,Tyler,male,after_name,0.7317073170731707,male,True,0.28844610024390244,0.6442230502439024,0.10992850878048782,0.3324463819512195,0.22541400024390243,0.4836093334146342,0.14209967219512196,0.42806644780487807
CARRYGUN_W26,Tyler,male,final_prompt,0.5853658536585366,male,True,0.31833496658536586,0.6591674829268293,0.09007448292682925,0.3175558626829268,0.09157762609756098,0.39438508414634144,0.10675164926829267,0.40450109951219515
CARRYGUN_W26,Ryan,male,after_name,0.7073170731707317,male,True,0.247384036097561,0.6236920187804877,0.11316162853658536,0.33487122146341464,0.21871804536585368,0.47914536341463404,0.14244298951219514,0.42829532658536584
CARRYGUN_W26,Ryan,male,final_prompt,0.5853658536585366,male,True,0.31741710975609755,0.6587085546341463,0.09837942658536585,0.32378457073170736,0.0933644012195122,0.3955762675609756,0.10875679951219512,0.40583786658536575
CARRYGUN_W26,James,male,after_name,0.6341463414634146,male,True,0.2476856765853659,0.6238428382926829,0.11160667560975607,0.33370500634146344,0.19887853243902437,0.4659190224390243,0.14036818146341465,0.4269121207317073
CARRYGUN_W26,James,male,final_prompt,0.5609756097560976,male,True,0.32547892024390246,0.662739459512195,0.0995553380487805,0.32466650341463416,0.08957267609756096,0.39304845048780485,0.11083260853658536,0.40722173951219504
CARRYGUN_W26,John,male,after_name,0.6585365853658537,male,True,0.232820206097561,0.6164101021951219,0.1128347892682927,0.3346260924390244,0.18447302926829268,0.45631535341463414,0.1387865207317073,0.4258576807317073
CARRYGUN_W26,John,male,final_prompt,0.5853658536585366,male,True,0.34122091146341466,0.6706104551219513,0.10303000829268293,0.3272725060975609,0.0896641368292683,0.39310942439024393,0.11679551365853656,0.4111970082926829
CARRYGUN_W26,William,male,after_name,0.5365853658536586,male,True,0.24441634170731705,0.6222081704878049,0.11463384414634147,0.33597538365853663,0.19479856146341462,0.4631990414634146,0.13741184097560977,0.42494122682926827
CARRYGUN_W26,William,male,final_prompt,0.5609756097560976,male,True,0.33766202853658533,0.6688310148780489,0.09233381073170732,0.31925035853658534,0.08935990634146342,0.39290660512195125,0.1068565831707317,0.40457105463414633
CARRYGUN_W26,Brandon,male,after_name,0.7317073170731707,male,True,0.2722948936585366,0.636147446097561,0.10838602439024389,0.3312895180487805,0.21117541756097563,0.47411694487804873,0.14468183073170732,0.42978788731707307
CARRYGUN_W26,Brandon,male,final_prompt,0.5609756097560976,male,True,0.33031981512195124,0.6651599078048781,0.09223033682926829,0.3191727526829269,0.09224248682926829,0.39482832365853654,0.10638698000000002,0.40425798609756103
CARRYGUN_W26,Anthony,male,after_name,0.6585365853658537,male,True,0.2295746341463415,0.6147873168292682,0.11089873731707317,0.33317405390243904,0.2144213587804878,0.47628090512195126,0.13477273853658536,0.423181826097561
CARRYGUN_W26,Anthony,male,final_prompt,0.5609756097560976,male,True,0.32630272682926836,0.6631513629268292,0.09878282902439024,0.324087122195122,0.09276586707317074,0.395177243902439,0.10724240780487804,0.4048282726829268
CARRYGUN_W26,Zachary,male,after_name,0.6829268292682927,male,True,0.24181254585365855,0.6209062729268293,0.11743704585365852,0.3380777843902439,0.261689741707317,0.5077931619512195,0.13453607902439024,0.4230240526829269
CARRYGUN_W26,Zachary,male,final_prompt,0.5853658536585366,male,True,0.31373729902439024,0.6568686497560976,0.08943499,0.3170762429268293,0.09449595707317072,0.39633063902439025,0.10497513048780488,0.40331675365853653
CARRYGUN_W26,Justin,male,after_name,0.6341463414634146,male,True,0.2434597136585366,0.621729856585366,0.10245254536585367,0.32683940951219514,0.2079119451219512,0.4719412965853659,0.14181655853658537,0.4278777053658536
CARRYGUN_W26,Justin,male,final_prompt,0.5609756097560976,male,True,0.3204956951219512,0.6602478475609757,0.09494987707317074,0.32121240878048785,0.09215221902439025,0.39476814536585364,0.10457236390243904,0.4030482426829268
CARRYGUN_W26,Alexander,male,after_name,0.5609756097560976,male,True,0.24650214341463414,0.6232510726829267,0.10916472536585366,0.3318735436585366,0.19185236853658538,0.46123491195121946,0.13379818902439022,0.422532126097561
CARRYGUN_W26,Alexander,male,final_prompt,0.5609756097560976,male,True,0.32655343219512195,0.6632767153658536,0.09730050853658535,0.3229753814634146,0.09202879780487805,0.3946858653658537,0.10460495439024392,0.4030699687804878
CARRYGUN_W26,Ashley,female,after_name,0.6097560975609756,female,True,0.2020334673170732,0.6010167336585367,0.11317820048780489,0.3348836507317073,0.2309156968292683,0.48727713146341456,0.13794113658536586,0.4252940914634147
CARRYGUN_W26,Ashley,female,final_prompt,0.5365853658536586,female,True,0.25632723707317073,0.6281636185365853,0.09218394512195122,0.31913795902439024,0.09100582853658537,0.3940038848780487,0.1082633156097561,0.40550887780487804
CARRYGUN_W26,Emily,female,after_name,0.6097560975609756,female,True,0.23786772146341467,0.6189338607317073,0.1182731987804878,0.3387048995121951,0.23587472463414635,0.49058315048780476,0.14655670902439025,0.4310378060975609
CARRYGUN_W26,Emily,female,final_prompt,0.5365853658536586,female,True,0.25375400804878046,0.6268770046341462,0.08996917292682927,0.3174768795121951,0.09374207146341464,0.39582804658536586,0.10877431439024392,0.405849542195122
CARRYGUN_W26,Jessica,female,after_name,0.6097560975609756,female,True,0.24205340414634144,0.6210267019512196,0.11060242146341465,0.3329518168292683,0.23241848341463414,0.48827898902439026,0.1391048631707317,0.42606990853658533
CARRYGUN_W26,Jessica,female,final_prompt,0.5609756097560976,female,True,0.2517166073170732,0.6258583046341464,0.09179872024390244,0.31884904048780494,0.09255033341463414,0.39503355585365857,0.10942677658536584,0.406284517804878
CARRYGUN_W26,Samantha,female,after_name,0.6341463414634146,female,True,0.2755180039024391,0.6377590024390244,0.10686373195121951,0.33014779951219514,0.23162088658536586,0.4877472580487805,0.13525723390243904,0.4235048231707318
CARRYGUN_W26,Samantha,female,final_prompt,0.5609756097560976,female,True,0.25033705951219515,0.6251685295121951,0.08848524024390245,0.3163639297560976,0.09462518024390244,0.39641678682926834,0.10951070146341464,0.40634046756097564
CARRYGUN_W26,Sarah,female,after_name,0.5853658536585366,female,True,0.23001074439024388,0.615005372195122,0.11385407682926829,0.3353905580487805,0.22886014609756097,0.48590676390243903,0.1458769387804878,0.43058462609756093
CARRYGUN_W26,Sarah,female,final_prompt,0.5365853658536586,female,True,0.2534704614634146,0.6267352307317073,0.09317622268292682,0.31988216756097554,0.09086899268292682,0.393912662195122,0.11106433512195123,0.4073762226829268
CARRYGUN_W26,Hannah,female,after_name,0.6585365853658537,female,True,0.23310011780487805,0.6165500592682926,0.11263943048780485,0.3344795729268293,0.23764624463414633,0.4917641629268293,0.14481609073170734,0.42987739365853656
CARRYGUN_W26,Hannah,female,final_prompt,0.5365853658536586,female,True,0.2501962736585366,0.6250981375609757,0.08929789878048781,0.3169734241463415,0.0883104968292683,0.39220699780487805,0.10568696926829269,0.4037913126829268
CARRYGUN_W26,Elizabeth,female,after_name,0.6829268292682927,female,True,0.31434910487804885,0.657174551707317,0.11571855463414635,0.33678891536585365,0.2083219970731707,0.4722146646341463,0.13871978487804876,0.4258131909756097
CARRYGUN_W26,Elizabeth,female,final_prompt,0.5609756097560976,female,True,0.2439709526829268,0.6219854758536586,0.0945941575609756,0.3209456187804878,0.09376906048780487,0.39584604048780486,0.11372279707317073,0.4091485309756099
CARRYGUN_W26,Amanda,female,after_name,0.6341463414634146,female,True,0.2407195214634147,0.6203597612195121,0.1153553631707317,0.3365165236585366,0.23518925975609756,0.4901261726829269,0.14266071585365853,0.4284404773170732
CARRYGUN_W26,Amanda,female,final_prompt,0.5365853658536586,female,True,0.25550102,0.6277505099999999,0.09283867756097562,0.31962900804878047,0.09471369926829268,0.39647579975609754,0.10888042585365852,0.4059202836585366
CARRYGUN_W26,Madison,female,after_name,0.6829268292682927,female,True,0.2426181712195122,0.6213090848780487,0.11393979926829267,0.3354548495121952,0.2659727163414634,0.5106484775609755,0.1337914480487805,0.4225276319512195
CARRYGUN_W26,Madison,female,final_prompt,0.5121951219512195,female,True,0.26222734634146344,0.6311136736585365,0.08594904341463415,0.3144617831707317,0.09741176878048781,0.39827451341463416,0.1077232556097561,0.40514883804878044
CARRYGUN_W26,Lauren,female,after_name,0.6829268292682927,female,True,0.23849669390243902,0.6192483463414634,0.11388848756097561,0.3354163658536586,0.2242166143902439,0.4828110758536585,0.14653109926829272,0.43102073170731703
CARRYGUN_W26,Lauren,female,final_prompt,0.5609756097560976,female,True,0.24652557853658533,0.6232627890243903,0.09401640243902439,0.3205123009756098,0.09266250097560975,0.39510833390243905,0.11115942243902441,0.40743961512195126
CARRYGUN_W26,Kayla,female,after_name,0.6097560975609756,female,True,0.24317641073170732,0.6215882053658537,0.11408774170731709,0.3355658056097561,0.2507652412195122,0.5005101612195122,0.14645895780487803,0.4309726385365854
CARRYGUN_W26,Kayla,female,final_prompt,0.5365853658536586,female,True,0.24714831951219512,0.6235741587804877,0.08964437097560975,0.31723327926829265,0.09536680634146341,0.39691120439024397,0.10667236341463415,0.40444824219512193
CARRYGUN_W26,Brittany,female,after_name,0.6585365853658537,female,True,0.26526531024390243,0.6326326560975609,0.10587275536585367,0.32940456707317073,0.23236889048780485,0.4882459273170732,0.1419065856097561,0.42793772341463415
CARRYGUN_W26,Brittany,female,final_prompt,0.5365853658536586,female,True,0.24388937829268295,0.6219446892682926,0.0905026307317073,0.3178769729268292,0.09118597731707316,0.39412398536585364,0.10845427804878047,0.40563618463414636
CARRYGUN_W26,Megan,female,after_name,0.6341463414634146,female,True,0.2341361224390244,0.6170680607317074,0.11404781512195122,0.3355358612195122,0.2332319792682927,0.48882131829268294,0.14369302512195123,0.4291286836585367
CARRYGUN_W26,Megan,female,final_prompt,0.5609756097560976,female,True,0.24724519560975608,0.6236225980487805,0.08878714341463413,0.3165903575609756,0.0954794956097561,0.39698633048780496,0.11111163000000002,0.40740775268292684
CARRYGUN_W26,Jennifer,female,after_name,0.6829268292682927,female,True,0.260746592195122,0.6303732956097561,0.11398254902439026,0.33548691195121955,0.21582372146341464,0.47721581390243906,0.13824644829268296,0.4254976324390244
CARRYGUN_W26,Jennifer,female,final_prompt,0.5609756097560976,female,True,0.2506716951219512,0.6253358470731707,0.0939452356097561,0.32045892707317075,0.09361510585365854,0.39574340439024397,0.11218517390243901,0.4081234478048781
CARRYGUN_W26,Alyssa,female,after_name,0.6341463414634146,female,True,0.25551118170731707,0.6277555914634146,0.11204798024390243,0.33403598439024396,0.24506843463414635,0.49671228975609755,0.14201244536585364,0.42800829609756097
CARRYGUN_W26,Alyssa,female,final_prompt,0.5365853658536586,female,True,0.2482366243902439,0.6241183121951218,0.08936724146341464,0.31702543073170736,0.09120472292682927,0.3941364824390244,0.10718034512195122,0.4047868970731707
CARRYGUN_W26,Rachel,female,after_name,0.5853658536585366,female,True,0.25385592560975606,0.6269279634146342,0.1137545604878049,0.33531592097560975,0.22841385463414637,0.48560923585365856,0.15144310170731706,0.43429540146341467
CARRYGUN_W26,Rachel,female,final_prompt,0.5609756097560976,female,True,0.24701440292682922,0.623507202195122,0.09332015829268292,0.31999011902439023,0.09431488219512195,0.39620992097560975,0.11066895878048781,0.4071126392682926
CARRYGUN_W26,Emma,female,after_name,0.6341463414634146,female,True,0.2590118590243903,0.6295059290243902,0.12209351926829269,0.34157013999999997,0.24005922048780487,0.4933728143902439,0.14615489195121953,0.43076992731707314
CARRYGUN_W26,Emma,female,final_prompt,0.6097560975609756,female,True,0.2506754804878049,0.625337741219512,0.08998736634146343,0.3174905246341464,0.09554604780487803,0.3970306990243902,0.1085068943902439,0.40567126268292686
